"","Name","Address","City","State","Zip","Phone_Number"
"2239","P & G FAMILY RESTAURANT","2335 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 288-7792"
"2240","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"2241","BG'S DOWNTOWN DOGS","111 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 246-0136"
"2242","JOVI'S LOUNGE","1905 MIAMI ST","SOUTH BEND","IN","46614","(574) 289-3770"
"2243","KWIK MART","2603 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 289-1860"
"2244","SAINT JOSEPH YOUNG MEN'S SOCIE","408 S GRANT ST","SOUTH BEND","IN","46619","(574) 288-3121"
"2245","LANE'S DAIRY QUEEN BRAZIER","2015 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 271-1102"
"2246","SOUTH BEND CHOCOLATE CO.","3300 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 233-2577"
"2247","FRANKIE'S BBQ","1621 W WASHINGTON ST","SOUTH BEND","IN","46628-2159","(574) 287-8993"
"2248","SOUTH BEND CHOCOLATE CO.","122 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-2577"
"2249","LONG JOHN SILVER'S #40","4949 W WESTERN AVE","SOUTH BEND","IN","46601","(812) 482-3212"
"2250","AMERICAN LEGION POST 50","1633 N BENDIX DR","SOUTH BEND","IN","46628","(574) 287-2696"
"2251","XAVIER SCHOOL OF EXCELLENCE","3423 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 231-6602"
"2252","SPEEDWAY #5153","2150 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-2071"
"2253","ALLIE'S CAFE & CATERING","2323 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-9520"
"2254","LONG JOHN SILVER'S #42","920 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-1220"
"2255","SUPER MERCADO ROSALES","1518 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-5587"
"2256","SPEEDWAY #5487","2075 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-5436"
"2257","MURPHY'S BACKYARD PUB","3601 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-5968"
"2258","RUM VILLAGE INN","2209 KEMBLE AVE","SOUTH BEND","IN","46613","(574) 288-1773"
"2259","EMMAUS LUTHERAN CHURCH","929 MILTON ST","SOUTH BEND","IN","46613","(574) 287-4151"
"2260","SPEEDWAY #5548","1449 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 233-7421"
"2261","SAINT PATRICK PARISH","309 S TAYLOR ST","SOUTH BEND","IN","46601","(574) 287-8932"
"2262","JOVI'S LOUNGE","1905 MIAMI ST","SOUTH BEND","IN","46614","(574) 289-3770"
"2263","SPEEDWAY #6636","1110 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-0395"
"2264","SIMERI'S OLD TOWN TAP INC","1505 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 289-1361"
"2265","GIRASOL CARRY OUT","525 N EDDY ST","SOUTH BEND","IN","46617","(574) 251-0073"
"2266","ICE BOX","1421 S WALNUT ST","SOUTH BEND","IN","46619","(574) 288-3300"
"2267","SOUTH BEND QUARTET CHAPTER","2722 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-7523"
"2268","HAMMES BOOKSTORE & CAFE","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 287-6954"
"2269","LITTLE CAESARS PIZZA","1225 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-0300"
"2270","DAINTY MAID BAKE SHOP, INC","231 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-8219"
"2271","LONG JOHN SILVER'S #43","319 N HICKORY RD","SOUTH BEND","IN","46615-3303","(574) 288-6847"
"2272","AMER. LEGION PULASKI POST 357","5414 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 234-5073"
"2273","WENDY'S #2919","3401 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 287-6644"
"2274","MIAMI STOP AND GO","1914 MIAMI ST","SOUTH BEND","IN","46601","(574) 288-5222"
"2275","BURGER DAIRY","4023 W SAMPLE ST","SOUTH BEND","IN","46637","(574) 288-0507"
"2276","FRANK'S PLACE","327 W MARION ST","SOUTH BEND","IN","46601-1148","(574) 232-2277"
"2277","CAREER ACADEMY SOUTH BEND","3801 CRESCENT CIR","SOUTH BEND","IN","46628","(574) 299-9800"
"2278","CENTERPLATE / V.S.A., INC","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 235-9151"
"2279","THE DUNHAM INN","1502 DUNHAM ST","SOUTH BEND","IN","46619","(000) 000-0000"
"2280","UNIVERSITY MARATHON SOUTH","111 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-3283"
"2281","SPEEDWAY #8531","2702 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 282-2402"
"2282","BOBO'S MAXWELL SUPREME","601 E JEFFERSON BLVD","SOUTH BEND","IN","46614","(773) 818-3408"
"2283","CONGO CAFE","500 S GREENLAWN AVE","SOUTH BEND","IN","46615","(574) 235-5614"
"2284","LIFE TREATMENT CENTERS","1402 S MICHIGAN ST","SOUTH BEND","IN","46628","(574) 233-5433"
"2285","HOPE MINISTRIES","432 S LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 288-4842"
"2286","MATUBA RESTAURANT, LLC","2930 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 251-0674"
"2287","WENDY'S #3027","4227 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-6171"
"2288","BURGER KING # 8448","3403 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 277-4600"
"2289","JOE'S TAVERN","1201 DUNHAM ST","SOUTH BEND","IN","46619","(574) 237-9182"
"2290","BURGER KING #7055","2171 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 273-2220"
"2291","SPEEDWAY #6674/SUBWAY #6628","6161 W BRICK RD","SOUTH BEND","IN","46628","(574) 277-4206"
"2292","CORPUS CHRISTI CHURCH","2822 CORPUS CHRISTI DR","SOUTH BEND","IN","46628","(574) 272-9982"
"2293","SUBWAY OF SOUTH BEND V, INC","113 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 289-1288"
"2294","TACO MOVIL","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 520-7927"
"2295","SUBWAY OF SOUTH BEND VI, INC","135 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-8306"
"2296","SMG F&B LLC (SAVOR) CENTER CAF","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(864) 598-8604"
"2297","7-ELEVEN #32573B","501 E LASALLE AVE","SOUTH BEND","IN","46617","(574) 234-5221"
"2298","SAINT JOSEPH SCHOOL","216 N HILL ST","SOUTH BEND","IN","46617","(574) 234-0451"
"2299","KNIGHTS OF COLUMBUS #5570","5202 LINDEN AVE","SOUTH BEND","IN","46628","(574) 233-9717"
"2300","VEGETABLE BUDDIES INC.","129 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-0954"
"2301","AMERICAN MULTI-CINEMA, INC.","450 W CHIPPEWA AVE","SOUTH BEND","IN","46614","(574) 299-6060"
"2302","BURRITO CHULO - DO NOT USE","1724 N IRONWOOD DR","SOUTH BEND","IN","46635","(269) 621-5251"
"2303","DAIRY QUEEN","4206 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-1100"
"2304","CHUCK'S TAVERN","1201 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 289-9457"
"2305","GOOD SHEPHERD LUTHERAN CHURCH","1021 MANCHESTER DR","SOUTH BEND","IN","46615","(574) 232-9418"
"2306","HACIENDA MEXICAN RESTAURANT","3903 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3843"
"2307","VICKIE'S","112 W MONROE ST","SOUTH BEND","IN","46601","(574) 232-4090"
"2308","HACIENDA MEXICAN RESTAURANT","4650 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-2566"
"2309","SAINT MATTHEW CATHEDRAL SCHOOL","1015 E DAYTON ST","SOUTH BEND","IN","46613","(574) 289-4535"
"2310","VELDMAN'S SERVICE CENTER","5316 W WESTERN AVE","SOUTH BEND","IN","46614","(574) 287-7236"
"2311","SIAM THAI RESTAURANT","211 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-4445"
"2312","PAPA JOHN'S #2","1811 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 233-7272"
"2313","PILOT TRAVEL CENTER #035","6424 W BRICK RD","SOUTH BEND","IN","46628","(865) 588-7488"
"2314","PAPA JOHN'S #5","928 S MAYFLOWER RD","SOUTH BEND","IN","46619","(502) 935-6329"
"2315","SUBWAY","323 N EDDY ST","SOUTH BEND","IN","46617","(574) 289-2000"
"2316","KING GYROS OF LINCOLNWAY WEST","3417 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-8901"
"2317","LOGAN'S ROADHOUSE","1320 E IRELAND RD","SOUTH BEND","IN","46614","(574) 231-9644"
"2318","SIMERI'S OLD TOWN TAP INC","1505 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 289-1361"
"2319","HOWARD PARK ICE RINK","219 S SAINT LOUIS BLVD","SOUTH BEND","IN","46617","(574) 235-9451"
"2320","SUBWAY OF SOUTH BEND IX, INC","5316 W WESTERN AVE","SOUTH BEND","IN","46614","(574) 234-4338"
"2321","KFC #183","5011 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 287-7676"
"2322","NEW CHINA RESTAURANT","920 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 291-9324"
"2323","THE VINE","103 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-9463"
"2324","EAST RACE CONCESSION TRAILER","121 S NILES AVE","SOUTH BEND","IN","46601","(574) 235-2621"
"2325","PEDDLER'S PUB","904 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9192"
"2326","THE ORIGINAL PANCAKE HOUSE","1430 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 232-3220"
"2327","ROCCO'S RESTAURANT","537 N SAINT LOUIS BLVD","SOUTH BEND","IN","46617","(574) 233-2464"
"2328","WORLDS FAMOUS FRANKIE'S B-B-Q","1132 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 303-6878"
"2329","POLISH NATIONAL ALLIANCE #83","2401 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 233-0880"
"2330","KFC #182","4207 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-0083"
"2331","7-ELEVEN #18316","1827 MIAMI ST","SOUTH BEND","IN","46613","(574) 232-0707"
"2332","SAINT JOSEPH COUNTY JUVENILE J","1000 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 235-5402"
"2333","JENNY'S BAKERY","740 S WALNUT ST","SOUTH BEND","IN","46619","(574) 283-0211"
"2334","DUNKIN DONUTS","4336 S MICHIGAN ST","SOUTH BEND","IN","46614","(269) 903-8337"
"2335","CUSHING MANOR BED & BREAKFAST","508 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 288-1990"
"2336","DEW DROP INN","822 S LAFAYETTE BLVD",NA,NA,"46618","(574) 289-9829"
"2337","SMG F&B, LLC  (DBA SAVOR) @ CE","120 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(610) 729-7886"
"2338","MARINE CORPS LEAGUE","539 PARRY ST","SOUTH BEND","IN","46617","(574) 233-0253"
"2339","TACO BELL OF AMERICA LLC #1739","231 E IRELAND RD","SOUTH BEND","IN","46614","(317) 596-3260"
"2340","INDULGENCE PASTRY SHOP & CAFE","3622 EDISON RD","SOUTH BEND","IN","46615-3716","(574) 232-2955"
"2341","WOOCHI JAPANESE FUSION & BAR","123 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 289-2222"
"2342","BREADSMITH","2022 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 273-9130"
"2343","J W CHEN'S CHINESE CUISINE","1835 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 271-2777"
"2344","MC DONALD'S 6097","1850 LINCOLN WAY E","SOUTH BEND","IN","46613-3423","(574) 287-9843"
"2345","BORDER'S DAIRY QUEEN","1847 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 287-3952"
"2346","APPLEBEE'S NEIGHBORHOOD BAR &","1150 E IRELAND RD","SOUTH BEND","IN","46614","(574) 277-2640"
"2347","PEDDLER'S PUB","904 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9192"
"2348","CATERING BY BILLIE","407 S EDDY ST","SOUTH BEND","IN","46617","(574) 234-3663"
"2349","V.F.W. GOLDEN HILL POST 8748","718 JOHNSON ST","SOUTH BEND","IN","46628","(574) 232-2787"
"2350","PALACIO TROPICAL","2012 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-9074"
"2351","BYERS SOFTBALL COMPLEX","1300 S MAYFLOWER RD","SOUTH BEND","IN","46619","(574) 282-1449"
"2352","SAYLOR'S PIZZA","1725 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 233-5935"
"2353","SIAM THAI RESTAURANT","211 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-4445"
"2354","BROTHERS BAR & GRILL","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 287-2767"
"2355","HOOSIER TAP & GRILLE","718 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 289-4318"
"2356","TASTE OF MEXICO","2637 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 232-8960"
"2357","TAQUERIA EL AGUILA","2208 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 287-1537"
"2358","JAVIER'S BISTRO","2007 MIAMI ST","SOUTH BEND","IN","46614","(574) 222-2917"
"2359","MEIJER GAS STATION #120","3600 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3400"
"2360","SWEET FROG PREMIUM FROZEN YOGU","560 W IRELAND RD","SOUTH BEND","IN","46614","(574) 855-1120"
"2361","ELKS LODGE #235","3535 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 233-1139"
"2362","RALLY'S","2021 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-3407"
"2363","ICHIBAN GOLDEN DRAGON","1733 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 271-8899"
"2364","HARRISON PRIMARY SCHOOL","3302 W WESTERN AVE","SOUTH BEND","IN","46624","(574) 283-7308"
"2365","EVANGELICAL COVENANT CHURCH","3025 EDISON RD","SOUTH BEND","IN","46615","(574) 234-5619"
"2366","J J FISH & CHICKEN","3622 EDISON RD","SOUTH BEND","IN","46615","(574) 288-4221"
"2367","SUNNY ITALY CAFE","601 N NILES AVE","SOUTH BEND","IN","46617","(574) 262-9620"
"2368","STEAK N SHAKE","1315 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-9936"
"2369","ARBY'S ROAST BEEF #677","1807 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 299-6487"
"2370","REAL SERVICES, INC.","121 GARST ST","SOUTH BEND","IN","46634","(574) 256-1649"
"2371","TAQUERIA CHICAGO","2920 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-6775"
"2372","WENDY'S #562","3401 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 287-6644"
"2373","R.K. CITY FOOD MART","301 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 287-5754"
"2374","THAT CHEESECAKE PLACE","3612 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-4168"
"2375","STARBUCKS COFFEE #9758","1290 E IRELAND RD BLDG","SOUTH BEND","IN","46614","(206) 318-8705"
"2376","MITCH'S CORNER SPORTS BAR","1516 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 855-2365"
"2377","THE VIEW TAVERN","515 E JEFFERSON BLVD","SOUTH BEND","IN","46601","(574) 288-8439"
"2378","PARISI'S RESTAURANT","1412 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 232-4244"
"2379","DAIRY QUEEN","4206 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-1100"
"2380","POTAWATOMI POOL CONCESSION","2000 WALL ST","SOUTH BEND","IN","46615","(574) 235-9438"
"2381","WENDY'S #563","4227 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-6171"
"2382","JOHN ADAMS HIGH SCHOOL","808 S TWYCKENHAM DR","SOUTH BEND","IN","46624","(574) 283-7724"
"2383","HENSELL'S OAKEN BUCKET","1212 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 289-1616"
"2384","POLISH NATIONAL ALLIANCE #83","2401 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 233-0880"
"2385","BROWN INTERMEDIATE SCHOOL","737 BEALE ST","SOUTH BEND","IN","46616","(574) 284-1206"
"2386","LINEBACKER LOUNGE","1631 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 289-0186"
"2387","ELIA'S INC","2128 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-7239"
"2388","INNISFREE BED & BREAKFAST","702 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 283-0740"
"2389","MAIN STREET PUB","2046 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 271-9898"
"2390","COQUILLARD PRIMARY CENTER","1245 N SHERIDAN ST","SOUTH BEND","IN","46628","(574) 283-8617"
"2391","MORRIS PARK COUNTRY CLUB","2200 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 233-9474"
"2392","FRANK'S PLACE","327 W MARION ST","SOUTH BEND","IN","46601-1148","(574) 232-2277"
"2393","RESIDENCE INN","716 N NILES AVE","SOUTH BEND","IN","46617","(574) 289-5555"
"2394","AJ'S BURGER SHACK & PUB","4505 AMERITECH DR","SOUTH BEND","IN","46628","(574) 272-1800"
"2395","J J FISH & CHICKEN","2324 LINCOLN WAY W","SOUTH BEND","IN","46628-2516","(574) 234-3660"
"2396","HAMILTON TRADITIONAL SCHOOL","1530 E JACKSON RD","SOUTH BEND","IN","46614","(574) 231-5689"
"2397","SAMUEL MANCINO'S","3302 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 271-3650"
"2398","JACKSON INTERMEDIATE SCHOOL","5001 MIAMI ST","SOUTH BEND","IN","46614","(574) 231-5654"
"2399","NUNER PRIMARY SCHOOL","2716 PLEASANT ST","SOUTH BEND","IN","46615","(574) 283-7855"
"2400","SAINT ADALBERT CATHOLIC CHURCH","519 S OLIVE ST","SOUTH BEND","IN","46619","(574) 288-5708"
"2401","MT CARMEL MISSIONARY BAPTIST","137 E INDIANA AVE","SOUTH BEND","IN","46613","(574) 287-1451"
"2402","MASTERPIECE CREATIONS/BISTRO","211 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 235-5583"
"2403","PERLEY FINE ARTS SCHOOL","740 N EDDY ST","SOUTH BEND","IN","46617","(574) 283-8741"
"2404","RILEY HIGH SCHOOL","1902 FELLOWS ST","SOUTH BEND","IN","46613","(574) 283-8541"
"2405","TARKINGTON TRADITIONAL SCHOOL","3414 HEPLER ST","SOUTH BEND","IN","46635","(574) 243-7217"
"2406","WASHINGTON HIGH SCHOOL","4747 W WASHINGTON ST","SOUTH BEND","IN","46624","(574) 283-7220"
"2407","O G CHINESE RESTAURANT","1341 PORTAGE AVE","SOUTH BEND","IN","46680","(574) 289-8899"
"2408","Z.B. FALCON NEST 80","323 S SHERIDAN ST","SOUTH BEND","IN","46619","(574) 288-3335"
"2409","AMERICAN LEGION POST 303","2503 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-0057"
"2410","SUPER MERCADO ROSALES","1518 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-5587"
"2411","POPEYE'S LOUISIANA KITCHEN","2605 LINCOLN WAY W","SOUTH BEND","IN","46628-1937","(574) 232-0000"
"2412","TORCH LOUNGE, INC","1817 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-6863"
"2413","WESTSIDE DEMOCRATIC CLUB","617 S WARREN ST","SOUTH BEND","IN","46619","(574) 287-4091"
"2414","SOUTHERN STYLE COOKIN'","3314 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-1500"
"2415","OLIVER INN","630 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-4545"
"2416","AIR HOST SNACK BAR CONCOURSE A","4667 PROGRESS DR","SOUTH BEND","IN","46628","(574) 289-8786"
"2417","BLACKTHORN GOLF CLUB","6100 NIMTZ PKWY","SOUTH BEND","IN","46628-6111","(574) 232-4653"
"2418","TOM & LIN'S KITCHENETTE","2221 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 289-1513"
"2419","FIDDLER'S HEARTH, INC","127 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-2853"
"2420","ELKS LODGE #298","1001 W WESTERN AVE","SOUTH BEND","IN","46617","(574) 232-2678"
"2421","SAMUEL MANCINOS  - DONT USE","910 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 231-1160"
"2422","VIP WOMANS SOUL FOOD CARRY OUT","342 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 233-3926"
"2423","STARBUCKS COFFEE #9758","1290 E IRELAND RD BLDG","SOUTH BEND","IN","46614","(206) 318-8705"
"2424","MARK'S RESTAURANT","112 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 234-1604"
"2425","UNIVERSITY MARATHON SOUTH","111 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-3283"
"2426","BELL-MART BP","3627 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 287-9926"
"2427","SARAH'S CAFE","342 LINCOLN WAY W","SOUTH BEND","IN","46601","(574) 287-6083"
"2428","MULLIGANS BAR & GRILL","1705 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-5666"
"2429","CHIPOTLE MEXICAN GRILL","1251 N EDDY ST","SOUTH BEND","IN","46617","(303) 390-5621"
"2430","CALVERT ROD & GUN CLUB","2203 W EWING AVE","SOUTH BEND","IN","46613","(574) 233-6588"
"2431","JAMBA JUICE","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 232-0970"
"2432","RALLY'S","2021 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-3407"
"2433","CRAIG'S SERVICE CENTER","5307 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-9110"
"2434","FRANKIE'S BBQ","1621 W WASHINGTON ST","SOUTH BEND","IN","46628-2159","(574) 287-8993"
"2435","SUNNY ITALY CAFE","601 N NILES AVE","SOUTH BEND","IN","46617","(574) 262-9620"
"2436","ICE BOX","1421 S WALNUT ST","SOUTH BEND","IN","46619","(574) 288-3300"
"2437","CASA DEL RIO","1705 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 243-3332"
"2438","ARBY'S ROAST BEEF #877","4615 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-1208"
"2439","ARBY'S ROAST BEEF #7215","209 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 246-9733"
"2440","PIZZA HUT - DONT USE","3624 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 288-8990"
"2441","LINEBACKER LOUNGE","1631 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 289-0186"
"2442","NO. 1 CHINESE RESTAURANT","301 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-8888"
"2443","PIZZA HUT - DONT USE","5113 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 234-5155"
"2444","PIZZA HUT - DONT USE","209 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9400"
"2445","GOLDEN DRAGON CHINESE REST","3302 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-8800"
"2446","BUFFALO WILD WINGS / BW-3-DONT","123 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-2293"
"2447","TACO BELL / PIZZA HUT #5393","221 W LASALLE AVE","SOUTH BEND","IN","46601","(574) 233-3431"
"2448","FAITH UNITED METHODIST CHURCH","802 E EWING AVE","SOUTH BEND","IN","46613","(574) 288-1777"
"2449","M R FALCON'S","3212 KELLER ST","SOUTH BEND","IN","46628","(574) 288-1090"
"2450","BRUNO'S PIZZA","2202 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 968-0350"
"2451","JOHN ADAMS HIGH SCHOOL","808 S TWYCKENHAM DR","SOUTH BEND","IN","46624","(574) 283-7724"
"2452","EL PARAISO","425 S MAIN ST","SOUTH BEND","IN","46601","(574) 234-1546"
"2453","MASTERPIECE CREATIONS/PALAIS","105 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 235-5583"
"2454","LA ROSITA","2909 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 246-0445"
"2455","BROWN INTERMEDIATE SCHOOL","737 BEALE ST","SOUTH BEND","IN","46616","(574) 284-1206"
"2456","JOVI'S LOUNGE","1905 MIAMI ST","SOUTH BEND","IN","46614","(574) 289-3770"
"2457","EDISON INTERMEDIATE SCHOOL","2701 EISENHOWER AVE","SOUTH BEND","IN","46615","(574) 283-8948"
"2458","SUNRISE CAFE","1805 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 232-2323"
"2459","HAMILTON TRADITIONAL SCHOOL","1530 E JACKSON RD","SOUTH BEND","IN","46614","(574) 231-5689"
"2460","STARBUCKS","123 N SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 245-7274"
"2461","LULA'S CAFE","1631 EDISON RD","SOUTH BEND","IN","46637","(574) 273-6216"
"2462","SAINT JOSEPH YOUNG MEN'S SOCIE","408 S GRANT ST","SOUTH BEND","IN","46619","(574) 288-3121"
"2463","SOUTH BEND CHOCOLATE CO.","122 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-2577"
"2464","MAIN STREET COFFEE HOUSE INC","102 N MAIN ST","SOUTH BEND","IN","46601","(574) 232-5333"
"2465","MARQUETTE MONTESSORI SCHOOL","1818 BERGAN ST","SOUTH BEND","IN","46628","(574) 283-8397"
"2466","PUERTO VALLARTA EXPRESS","415 N HICKORY RD","SOUTH BEND","IN","46615","(574) 876-1352"
"2467","THE BLARNEY STONE","113 E WAYNE ST","SOUTH BEND","IN","46601","(574) 283-0452"
"2468","STUDEBAKER GOLF COURSE","718 E CALVERT ST","SOUTH BEND","IN","46613","(574) 287-6634"
"2469","HENSELL'S OAKEN BUCKET","1212 S IRONWOOD DR","SOUTH BEND","IN","46615","(574) 289-1616"
"2470","MARSHALL INTERMEDIATE SCHOOL","1433 BYRON DR","SOUTH BEND","IN","46614","(574) 231-5827"
"2471","BAKER'S DOZEN BAKESHOP","2909 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 289-9559"
"2472","THE DUNHAM INN","1502 DUNHAM ST","SOUTH BEND","IN","46619","(000) 000-0000"
"2473","ALLIE'S CAFE & CATERING","2323 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-9520"
"2474","BRUNO'S PIZZA","2202 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 968-0350"
"2475","MONROE PRIMARY SCHOOL","312 DONMOYER AVE","SOUTH BEND","IN","46614","(574) 231-5837"
"2476","INNISFREE BED & BREAKFAST","702 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 283-0740"
"2477","LA MAREA BAR","3401 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 329-2055"
"2478","ALLIE'S AMERICAN GRILL","123 N SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 234-2000"
"2479","CIRA'S RESTAURANT","2007 MIAMI ST","SOUTH BEND","IN","46614","(574) 288-1077"
"2480","CHIPPEWA BOWLING RESTAURANT","225 W CHIPPEWA AVE","SOUTH BEND","IN","46614","(574) 291-5093"
