Index,Name,Address,City,State,Zip,Phone_Number,Local or Chain 
485,THE FRIENDLY CONFINES,1502 DUNHAM ST,SOUTH BEND,IN,46619,(574) 294-8866,Local
486,HOT DIGGIDY DOG,4035 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 299-1588,Local
487,KNIGHTS OF COLUMBUS #553,553 E WASHINGTON ST,SOUTH BEND,IN,46617,(574) 234-9800,Local
488,EDIBLE ARRANGEMENTS,123 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 234-8182,Local
489,THE LOCAL CUP,1009 PORTAGE AVE,SOUTH BEND,IN,46616,(574) 232-9182,Local
490,TORTILLERIA EL SOL,2521 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 340-9933,Local
491,ECONOMY INN,3233 LINCOLN WAY W,SOUTH BEND,IN,46628-1450,(574) 232-9019,Local
492,SIAM THAI RESTAURANT,211 N MAIN ST,SOUTH BEND,IN,46601,(574) 232-4445,Local
493,LOS AMIGOS,643 LA PORTE AVE,SOUTH BEND,IN,46628,(574) 323-7720,Local
494,PITTS BBQ,1526 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 232-0667,Local
495,MIAMI STOP AND GO,1914 MIAMI ST,SOUTH BEND,IN,46601,(574) 288-5222,Local
496,PROFESSIONAL SPORTS CATERING,501 W SOUTH ST,SOUTH BEND,IN,46601,(574) 367-2513,Local
497,SMOKE SHOP MINI MART,1712 LINCOLN WAY E,SOUTH BEND,IN,46613,(574) 232-2535,Local
498,HOWARD PARK ICE RINK,219 S SAINT LOUIS BLVD,SOUTH BEND,IN,46617,(574) 235-9451,Local
499,NUEVA VIDA,2013 FORD ST,SOUTH BEND,IN,46619,(574) 339-8332,Local
500,AMERICAN LEGION POST 50,1633 N BENDIX DR,SOUTH BEND,IN,46628,(574) 287-2696,Local
501,SAINT MARY PARISH PNCC,1601 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 233-1961,Local
502,HAMILTON TRADITIONAL SCHOOL,1530 E JACKSON RD,SOUTH BEND,IN,46614,(574) 231-5689,Local
503,HOOSIER TAP & GRILLE,718 W INDIANA AVE,SOUTH BEND,IN,46613,(574) 289-4318,Local
504,INNISFREE BED & BREAKFAST,702 W COLFAX AVE,SOUTH BEND,IN,46601,(574) 283-0740,Local
505,BREAD OF LIFE FREE FOOD KITCHE,2406 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 327-5578,Local
506,PARISI'S RESTAURANT,1412 SOUTH BEND AVE,SOUTH BEND,IN,46617,(574) 232-4244,Local
507,"NANDI CORP.  DBA 7-ELEVEN, INC",1233 N EDDY ST,SOUTH BEND,IN,46617,(574) 234-2571,Local
508,ARI'S GRILL,1841 SOUTH BEND AVE,SOUTH BEND,IN,46637-5637,(574) 247-1780,Local
509,REIN JUICERY,2036 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 520-1874,Local
510,SOUTHEAST LITTLE LEAGUE,455 S JACKSON ST,SOUTH BEND,IN,46614,(574) 231-9625,Local
511,TIPPECANOE PLACE RESTAURANT,620 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 234-9077,Local
512,MARTIN'S SUPER MARKETS #8,4401 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-4854,Chain
513,BREADSMITH,2022 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 273-9130,Local
514,INDULGENCE PASTRY SHOP & CAFE,3622 EDISON RD,SOUTH BEND,IN,46615-3716,(574) 232-2955,Local
515,TAQUERIA EL AGUILA,2208 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 287-1537,Local
516,EDDY STREET FOOD MART,334 N EDDY ST,SOUTH BEND,IN,46617-2301,(574) 387-5457,Local
517,PANADERIA Y SUPERMERCADO SAN M,2712 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 584-4456,Local
518,THE VIEW TAVERN,515 E JEFFERSON BLVD,SOUTH BEND,IN,46601,(574) 288-8439,Local
519,SOUTH BEND VESUVIOS,230 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 234-2183,Local
520,BURGER DAIRY,4023 W SAMPLE ST,SOUTH BEND,IN,46637,(574) 288-0507,Local
521,HUNGRY HOWIE'S PIZZA,2035 E IRELAND RD,SOUTH BEND,IN,46614,(574) 231-1100,Local
522,SOUTH BEND MAENNERCHOR CLUB,219 SYCAMORE ST,SOUTH BEND,IN,46617,(574) 288-9343,Local
523,EVANGEL HTS. UNITED METH. CHUR,114 N IRONWOOD DR,SOUTH BEND,IN,46615,(574) 234-8379,Local
524,JENNY'S BAKERY,740 S WALNUT ST,SOUTH BEND,IN,46619,(574) 283-0211,Local
525,JORDAN FISH AND CHICKEN INC,1107 LINCOLN WAY W,SOUTH BEND,IN,46616,(574) 386-6157,Chain
526,SAINT CASIMIR CATHOLIC CHURCH,1308 DUNHAM ST,SOUTH BEND,IN,46619,(574) 287-9551,Local
527,TGI FRIDAY'S #2272,1240 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-9070,Chain
528,V.F.W. GOLDEN HILL POST 8748,718 JOHNSON ST,SOUTH BEND,IN,46628,(574) 232-2787,Local
529,PAPA JOHN'S #1,1827 SOUTH BEND AVE,SOUTH BEND,IN,46637-5637,(574) 271-1177,Chain
530,VICTORY BAR INC,907 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 289-5212,Local
531,THAT CHEESECAKE PLACE,3612 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-4168,Local
532,THE WELL @ RIVER PARK GRACE,2410 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 387-2410,Local
533,"SUMMIT CLUB OF S.B., INC.",211 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 232-3081,Local
534,OLIVER INN,630 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 232-4545,Local
535,"SMG F&B, LLC  (DBA SAVOR) @ CE",120 S SAINT JOSEPH ST,SOUTH BEND,IN,46601,(610) 729-7886,Local
536,"PEACHES, INC",1811 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 287-6933,Local
537,"ALEXANDER'S GRILL, INC.",1841 SOUTH BEND AVE,SOUTH BEND,IN,46637-5637,(574) 247-1780,Local
538,DUCOMB CENTER,4161 LATHROP ST,SOUTH BEND,IN,46628,(574) 236-2137,Local
539,WESTSIDE DEMOCRATIC CLUB,617 S WARREN ST,SOUTH BEND,IN,46619,(574) 287-4091,Local
540,GREATER HOLY TEMPLE C.O.G.I.C.,710 NAPOLEON ST,SOUTH BEND,IN,46617,(574) 234-2351,Local
541,DISMAS HOUSE OF SOUTH BEND,521 S SAINT JOSEPH ST,SOUTH BEND,IN,46601,(574) 233-8522,Local
542,J & J CANDY,1416 1420 FASSNACHT AVE,SOUTH BEND,IN,46628,(574) 855-1927,Local
543,"TORCH LOUNGE, INC",1817 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 234-6863,Local
544,MORRIS PARK COUNTRY CLUB,2200 MCKINLEY AVE,SOUTH BEND,IN,46615,(574) 233-9474,Local
545,AIR HOST RESTAURANT & LOUNGE,4667 PROGRESS DR,SOUTH BEND,IN,46628,(574) 289-8786,Local
546,SOUTH BEND QUARTET CHAPTER,2722 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-7523,Local
547,J J FISH-DO NOT USE,2324 LINCOLN WAY W,SOUTH BEND,IN,46628-2516,(574) 234-3660,Chain
548,FAITH UNITED METHODIST CHURCH,802 E EWING AVE,SOUTH BEND,IN,46613,(574) 288-1777,Local
549,CALVARY BAPTIST CHURCH,3001 W CLEVELAND RD,SOUTH BEND,IN,46628,(574) 272-8334,Local
550,GREATER ST JOHN MISSIONARY,101 N ADAMS ST,SOUTH BEND,IN,46628,(574) 232-6700,Local
551,EUREST HONEYWELL,3520 WESTMOOR ST,SOUTH BEND,IN,46628-1373,(574) 231-2517,Local
552,KELLY'S PETROLEUM,3301 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 849-2999,Local
553,POP STYLE,225 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 232-7895,Local
554,ICHIBAN GOLDEN DRAGON,1733 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 271-8899,Local
555,NICK'S PATIO RESTAURANT,1710 N IRONWOOD DR,SOUTH BEND,IN,46635,(574) 277-7400,Local
556,O'ROURKES PUBLIC HOUSE,1044 E ANGELA BLVD,SOUTH BEND,IN,46617,(574) 251-0355,Local
557,RILEY HIGH SCHOOL CONCESSIONS,1902 FELLOWS ST,SOUTH BEND,IN,46613,(574) 233-9130,Local
558,PERSONAL TOUCH,1740 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 234-7579,Local
559,NUNER PRIMARY SCHOOL,2716 PLEASANT ST,SOUTH BEND,IN,46615,(574) 283-7855,Local
560,CAFE NAVARRE,101 N MICHIGAN ST,SOUTH BEND,IN,46601,(574) 968-8101,Local
561,MIDWEST KOSHER & DELI,560 W IRELAND RD,SOUTH BEND,IN,46614,(757) 450-7540,Local
562,ARBY'S ROAST BEEF #677,1807 LINCOLN WAY E,SOUTH BEND,IN,46613-3422,(574) 299-6487,Chain
563,OUR LADY OF HUNGARY SCHOOL,735 W CALVERT ST,SOUTH BEND,IN,46613,(574) 287-1700,Local
564,ORIENTAL EXPRESS,1229 E IRELAND RD,SOUTH BEND,IN,46614-3448,(574) 291-5588,Local
565,STARLITE PIZZA,932 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-5757,Local
566,SOUTH BEND CHRIST TEMPLE COGIC,1212 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 233-9033,Local
567,SUNNY ITALY CAFE,601 N NILES AVE,SOUTH BEND,IN,46617,(574) 262-9620,Local
568,ATLAS INDIANA SOUTH BEND 196,6301 US 31 S,SOUTH BEND,IN,46614,(313) 662-3500,Local
569,PIZZA HUT,5113 W WESTERN AVE,SOUTH BEND,IN,46619,(506) 328-4631,Chain
570,RALLY'S,2021 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 234-3407,Local
571,BARBICI ITALIAN STREET FOOD,1233 N EDDY ST,SOUTH BEND,IN,46617,(574) 251-1330,Local
572,SAYLOR'S PIZZA,1725 S MICHIGAN ST,SOUTH BEND,IN,46613,(574) 233-5935,Local
573,PALACIO TROPICAL,2012 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-9074,Local
574,PEDRO'S FAMILY RESTAURNT,3314 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 273-3124,Local
575,INTERFAITH CHRISTIAN UNION,702 LINCOLN WAY W,SOUTH BEND,IN,46616-1122,(574) 287-4700,Local
576,SAINT JOSEPH COUNTY JUVENILE J,1000 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 235-5402,Local
577,LULA'S CAFE,1631 EDISON RD,SOUTH BEND,IN,46637,(574) 273-6216,Local
578,LINDEN GRILL,4333 W WESTERN AVE,SOUTH BEND,IN,46619-2614,(574) 246-0250,Local
579,SAINT JOSEPH COUNTY JAIL,401 W SAMPLE ST,SOUTH BEND,IN,46601,(574) 245-6508,Local
580,7-ELEVEN #18316,1827 MIAMI ST,SOUTH BEND,IN,46613,(574) 232-0707,Chain
581,JIMMY JOHNS GOURMET SANDWICHES,1290 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-1900,Chain
582,MICHIANA VESUVIOS,117 E WAYNE ST,SOUTH BEND,IN,46601,(574) 234-2183,Local
583,CHRISTY'S PLACE,2018 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 201-2067,Local
584,O G CHINESE RESTAURANT,1341 PORTAGE AVE,SOUTH BEND,IN,46680,(574) 289-8899,Local
585,ROCCO'S RESTAURANT,537 N SAINT LOUIS BLVD,SOUTH BEND,IN,46617,(574) 233-2464,Local
586,JAN MARIE'S PORTAGE AVE CAFE,1519 PORTAGE AVE,SOUTH BEND,IN,46617,(574) 234-5555,Local
587,MARSHALL INTERMEDIATE SCHOOL,1433 BYRON DR,SOUTH BEND,IN,46614,(574) 231-5827,Local
588,JULIOS RESTAURANT MEXICAN FOOD,1724 N IRONWOOD DR,SOUTH BEND,IN,46635,(574) 271-9820,Local
589,THE ORIGINAL PANCAKE HOUSE,1430 N IRONWOOD DR,SOUTH BEND,IN,46635,(574) 232-3220,Local
590,GREATER NEW JERUSALEM M.B. CHU,1635 LINDEN AVE,SOUTH BEND,IN,46628,(574) 315-4330,Local
591,MARQUETTE MONTESSORI SCHOOL,1818 BERGAN ST,SOUTH BEND,IN,46628,(574) 283-8397,Local
592,CAREER ACADEMY SOUTH BEND,3801 CRESCENT CIR,SOUTH BEND,IN,46628,(574) 299-9800,Local
593,PILOT TRAVEL CENTER #035,6424 W BRICK RD,SOUTH BEND,IN,46628,(865) 588-7488,Local
594,MOONDOG'S PUB,4407 S IRONWOOD DR,SOUTH BEND,IN,46614,(574) 291-6544,Local
595,MADISON PRIMARY SCHOOL,832 N LAFAYETTE BLVD,SOUTH BEND,IN,46601,(574) 283-5352,Local
596,STUDEBAGELS,1801 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 277-4440,Local
597,BENDIX FAMILY RESTAURANT,4920 W WESTERN AVE,SOUTH BEND,IN,46601,(574) 287-3037,Local
598,LAFAYETTE TRADITIONAL SCHOOL,245 N LOMBARDY DR,SOUTH BEND,IN,46624,(574) 283-8657,Local
599,CIAO'S LOUNGE,119 N MICHIGAN ST,SOUTH BEND,IN,46601,(574) 289-2426,Local
600,JEFFERSON INTERMEDIATE SCHOOL,528 S EDDY ST,SOUTH BEND,IN,46617,(574) 283-8726,Local
601,CHICK-FIL-A,215 S SAINT JOSEPH ST,SOUTH BEND,IN,46601,(574) 283-8126,Chain
602,MINI MART,3227 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 288-7790,Local
603,LINCOLN PRIMARY SCHOOL,1425 E CALVERT ST,SOUTH BEND,IN,46613,(574) 283-8988,Local
604,MARINE CORPS LEAGUE,539 PARRY ST,SOUTH BEND,IN,46617,(574) 233-0253,Local
605,7-ELEVEN #32573B,501 E LASALLE AVE,SOUTH BEND,IN,46617,(574) 234-5221,Chain
606,JACKSON INTERMEDIATE SCHOOL,5001 MIAMI ST,SOUTH BEND,IN,46614,(574) 231-5654,Local
607,EL PARAISO,425 S MAIN ST,SOUTH BEND,IN,46601,(574) 234-1546,Local
608,DAVE'S PUB,3013 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 237-9195,Local
609,KING'S EXPRESS,3601 EDISON RD,SOUTH BEND,IN,46615,(574) 271-8811,Chain
610,DICKINSON FINE ARTS ACADEMY,4404 ELWOOD AVE,SOUTH BEND,IN,46624,(574) 283-7634,Local
611,SAINTS MEMORIAL C.O.G.I.C.,323 LIBERTY ST,SOUTH BEND,IN,46619-2044,(574) 289-5060,Local
612,SUBWAY,1615 PORTAGE AVE,SOUTH BEND,IN,46616,(574) 289-0000,Chain
613,BOBO'S MAXWELL SUPREME,601 E JEFFERSON BLVD,SOUTH BEND,IN,46614,(773) 818-3408,Local
614,POPEYE'S LOUISIANA KITCHEN,2605 LINCOLN WAY W,SOUTH BEND,IN,46628-1937,(574) 232-0000,Chain
615,COQUILLARD PRIMARY CENTER,1245 N SHERIDAN ST,SOUTH BEND,IN,46628,(574) 283-8617,Local
616,BROWN INTERMEDIATE SCHOOL,737 BEALE ST,SOUTH BEND,IN,46616,(574) 284-1206,Local
617,JIMMY JOHNS,3600 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 273-8000,Chain
618,JOHN ADAMS HIGH SCHOOL,808 S TWYCKENHAM DR,SOUTH BEND,IN,46624,(574) 283-7724,Local
619,CAPONE'S,2018 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 307-3138,Local
620,BISTRO ON THE RACE,501 N NILES AVE,SOUTH BEND,IN,46617,(574) 233-5000,Local
621,WENDY'S #563,4227 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-6171,Chain
622,APOSTOLIC TEMPLE CHURCH,2221 S IRONWOOD DR,SOUTH BEND,IN,46613,(574) 289-3150,Local
623,SAINT JOSEPH SCHOOL,216 N HILL ST,SOUTH BEND,IN,46617,(574) 234-0451,Local
624,CORPUS CHRISTI CHURCH,2822 CORPUS CHRISTI DR,SOUTH BEND,IN,46628,(574) 272-9982,Local
625,YODER MART EXPRESS #9,1245 E IRELAND RD,SOUTH BEND,IN,46614,(574) 299-0666,Local
626,ARBY'S ROAST BEEF #1157,3425 LINCOLN WAY W,SOUTH BEND,IN,46628-1454,(574) 233-5592,Chain
627,J W CHEN'S CHINESE CUISINE,1835 SOUTH BEND AVE,SOUTH BEND,IN,46637-5637,(574) 271-2777,Local
628,PENTECOSTAL CATHEDRAL CHURCH,1025 W WESTERN AVE,SOUTH BEND,IN,46601-2751,(574) 232-4253,Local
629,VIP WOMANS SOUL FOOD CARRY OUT,342 LINCOLN WAY W,SOUTH BEND,IN,46601,(574) 233-3926,Local
630,CATHEDRAL OF ST JAMES,117 N LAFAYETTE BLVD,SOUTH BEND,IN,46601,(574) 232-4837,Local
631,BENDIX RESTAURANT,1529 MIAMI ST,SOUTH BEND,IN,46613,(574) 232-7688,Local
632,SOUTHSIDE CHRISTIAN CHURCH,1329 E JACKSON RD,SOUTH BEND,IN,46614,(574) 292-1156,Local
633,SHRIMP MAX OF SOUTH BEND INC,4712 W WESTERN AVE,SOUTH BEND,IN,46619-2306,(574) 234-6666,Local
634,KWIK MART,2603 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 289-1860,Chain
635,POTAWATOMI POOL CONCESSION,2000 WALL ST,SOUTH BEND,IN,46615,(574) 235-9438,Local
636,SUBWAY,3301 LINCOLN WAY W,SOUTH BEND,IN,46628,(574) 855-1449,Chain
637,QUIZNO'S SUB,3903 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 272-2730,Chain
638,GOOD SHEPHERD MONTESSORI SCHOO,1101 E JEFFERSON BLVD,SOUTH BEND,IN,46617,(574) 288-0098,Local
639,"BLUE HERON, INC",5440 NIMTZ PKWY,SOUTH BEND,IN,46628-6115,(574) 233-3091,Local
640,BARNABY'S,713 E JEFFERSON BLVD,SOUTH BEND,IN,46617,(574) 288-4981,Local
641,CHIPOTLE MEXICAN GRILL,1251 N EDDY ST,SOUTH BEND,IN,46617,(303) 390-5621,Chain
642,"SUBWAY OF SOUTH BEND IX, INC",5316 W WESTERN AVE,SOUTH BEND,IN,46614,(574) 234-4338,Chain
643,HOLY CROSS SCHOOL,1020 WILBER ST,SOUTH BEND,IN,46628,(574) 233-2179,Local
644,THAI LAO & PHILIPPINE CUISINE,1105 NORTHSIDE BLVD,SOUTH BEND,IN,46615,(574) 514-2534,Local
645,KING GYROS OF SOUTH BEND,5105 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 288-7010,Chain
646,JAMBA JUICE,1234 N EDDY ST,SOUTH BEND,IN,46617,(574) 232-0970,Local
647,ATLAS #198  /  SUBWAY,3301 PORTAGE AVE,SOUTH BEND,IN,46628,(313) 662-3500,Local
648,SIMERI'S OLD TOWN TAP INC,1505 W INDIANA AVE,SOUTH BEND,IN,46613,(574) 289-1361,Local
649,AKASHDEEP PETROLEUM INC. DBA A,2130 MISHAWAKA AVE,SOUTH BEND,IN,46615-1625,(574) 234-8444,Local
650,"SUBWAY OF SOUTH BEND VII, INC",3701 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 271-6807,Chain
651,JEANNIE'S TAVERN,621 S BENDIX DR,SOUTH BEND,IN,46619,(574) 288-2962,Local
652,SOUTH BEND CHOCOLATE CO.,122 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 233-2577,Local
653,"SUBWAY OF SOUTH BEND VI, INC",135 E IRELAND RD,SOUTH BEND,IN,46614,(574) 299-8306,Chain
654,MCCLURE OIL #50,2304 EDISON RD,SOUTH BEND,IN,46615,(765) 677-9021,Local
655,SIMS SHAVED ICE LLC / KONA ICE,0 OUTSIDE CITY LIMITS,SOUTH BEND,IN,46601,(574) 274-7329,Local
656,AMVETS POST #66,1606 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 286-0487,Local
657,M R FALCON'S,3212 KELLER ST,SOUTH BEND,IN,46628,(574) 288-1090,Local
658,"CORBY'S LOUNGE, INC",441 E LASALLE AVE,SOUTH BEND,IN,46601,(574) 233-5326,Local
659,FOOD MART,3601 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 233-0099,Local
660,KFC,3924 PORTAGE AVE,SOUTH BEND,IN,46628,(269) 683-8666,Chain
661,AIR HOST COFFEE SHOP-DONT USE,4467 TERMINAL DR,SOUTH BEND,IN,46628,(574) 289-8786,Local
662,CLUB LANDING,1717 LINCOLN WAY E,SOUTH BEND,IN,46613-3420,(574) 289-4122,Local
663,LOCOS MEXICAN RESTAURANT,3801 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 287-0020,Local
664,CANTEEN SERVICES,4402 TECHNOLOGY DR,SOUTH BEND,IN,46628,(574) 234-7650,Local
665,WHITE HOUSE,1444 MISHAWAKA AVE,SOUTH BEND,IN,46615,(574) 289-8061,Local
666,LONG JOHN SILVER'S #43,319 N HICKORY RD,SOUTH BEND,IN,46615-3303,(574) 288-6847,Chain
667,LINCOLNWAY MINI MART INC.,705 LINCOLN WAY W,SOUTH BEND,IN,46616-1123,(574) 288-5030,Local
668,GRACE UNITED METH. CHURCH,3012 S TWYCKENHAM DR,SOUTH BEND,IN,46614-2118,(574) 288-4789,Local
669,MANDARIN HOUSE RESTAURANT,2104 EDISON RD,SOUTH BEND,IN,46615,(572) 287-4414,Local
670,"DAINTY MAID BAKE SHOP, INC",231 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 232-8219,Local
671,LB FOOD MART INC.,1623 LINCOLN WAY W,SOUTH BEND,IN,46628-2615,(574) 233-4168,Local
672,CHRIS' DISHES,112 W COLFAX AVE,SOUTH BEND,IN,46601,(574) 315-3708,Local
673,FINNIES NEXT DOOR,233 S MAIN ST,SOUTH BEND,IN,46601-2111,(574) 404-6100,Local
674,7-ELEVEN #32587,901 S MAYFLOWER RD,SOUTH BEND,IN,46615,(574) 287-8814,Chain
675,MACRI'S BAKERY & DELI,214 N NILES AVE,SOUTH BEND,IN,46617,(574) 282-1010,Local
676,"SUBWAY OF SOUTH BEND V, INC",113 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 289-1288,Chain
677,BLACKTHORN GOLF CLUB,6100 NIMTZ PKWY,SOUTH BEND,IN,46628-6111,(574) 232-4653,Local
678,FRENCHIES,230 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 215-8897,Local
679,MY PLACE ENTERPRISES,1509 PORTAGE AVE,SOUTH BEND,IN,46616,(574) 233-0157,Local
680,MAXI'S FOOD & SPIRITS,114 W IRELAND RD,SOUTH BEND,IN,46614,(574) 291-9181,Local
681,I & M DELI,702 LINCOLN WAY E,SOUTH BEND,IN,46601-3223,(574) 232-6341,Local
682,FAITH BAPTIST CHURCH OF S.B.,1002 BLAINE AVE,SOUTH BEND,IN,46616,(574) 233-6428,Local
683,EINSTEIN BROS. BAGELS,2019 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 272-2622,Chain
684,KNIGHTS OF COLUMBUS #5570,5202 LINDEN AVE,SOUTH BEND,IN,46628,(574) 233-9717,Local
685,WISEGUYS,3421 W SAMPLE ST,SOUTH BEND,IN,46619,(574) 234-2670,Local
686,ANGELOS FAMILY RESTAURANT,4301 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 299-9614,Local
687,SUNRISE CAFE,1805 LINCOLN WAY W,SOUTH BEND,IN,46628,(574) 232-2323,Local
688,"BOB'S PUB/RETO, INC",1406 PORTAGE AVE,SOUTH BEND,IN,46616,(574) 233-0635,Local
689,GREEN STAR CAFE,1605 MIAMI ST,SOUTH BEND,IN,46613-2817,(574) 287-9606,Local
690,WAKA DOG CAFE,1809 SOUTH BEND AVE,SOUTH BEND,IN,46637-5637,(574) 252-4627,Local
691,"LA ESPERANZA, LLC",1636 N IRONWOOD DR,SOUTH BEND,IN,46637,(574) 273-0345,Local
692,MC DONALD'S 25100,3402 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 273-4907,Chain
693,MEIJER GAS STATION #120,3600 PORTAGE AVE,SOUTH BEND,IN,46628,(574) 273-3400,Chain
694,SPEEDWAY #6636,1110 E IRELAND RD,SOUTH BEND,IN,46614,(574) 291-0395,Chain
695,BRUNO'S ORIGINAL PIZZA,2610 PRAIRIE AVE,SOUTH BEND,IN,46614,(574) 288-3320,Local
696,BILL'S PLACE RESTAURANT,2105 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 282-2002,Local
697,LITTLE CAESARS PIZZA,4329 W WESTERN AVE,SOUTH BEND,IN,46619,(574) 855-3654,Chain
698,KFC #182,4207 S MICHIGAN ST,SOUTH BEND,IN,46614,(574) 291-0083,Chain
699,SAINT JOHN THE BAPTIST CATHOLI,3616 SAINT JOHNS WAY,SOUTH BEND,IN,46628,(574) 232-9849,Local
700,KFC #183,5011 W WESTERN AVE,SOUTH BEND,IN,46601,(574) 287-7676,Chain
701,NO. 1 CHINESE RESTAURANT,301 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 234-8888,Local
702,MUESSEL PRIMARY SCHOOL,1021 BLAINE AVE,SOUTH BEND,IN,46616,(574) 283-7809,Local
703,CJ'S PUB,236 S MICHIGAN ST,SOUTH BEND,IN,46601,(574) 233-5981,Local
704,HACIENDA MEXICAN RESTAURANT,4650 MIAMI ST,SOUTH BEND,IN,46614,(574) 291-2566,Local
705,BROADWAY CHRISTIAN PARISH,1412 CARROLL ST,SOUTH BEND,IN,46613,(574) 289-0333,Local
706,SPEEDWAY #6620,1706 SOUTH BEND AVE,SOUTH BEND,IN,46635,(574) 271-8385,Chain
707,ST JOSEPH CATHOLIC CHURCH,211 N HILL ST,SOUTH BEND,IN,46617,(574) 234-3134,Local
708,ELIA'S INC,2128 SOUTH BEND AVE,SOUTH BEND,IN,46637,(574) 277-7239,Local
709,GARDEN WOK,919 N BENDIX DR,SOUTH BEND,IN,46628,(574) 287-6633,Local
710,EVANGELICAL COVENANT CHURCH,3025 EDISON RD,SOUTH BEND,IN,46615,(574) 234-5619,Local
711,MC DONALD'S 3597,4711 MIAMI ST,SOUTH BEND,IN,46614,(574) 291-8838,Chain
712,"REAL SERVICES, INC.",121 GARST ST,SOUTH BEND,IN,46634,(574) 256-1649,Local
713,OSBORN'S MINI MART #3,6301 US 31 S,SOUTH BEND,IN,46614,(574) 299-1698,Local
714,SAMUEL MANCINO'S,910 ERSKINE PLZ,SOUTH BEND,IN,46614,(574) 231-9940,Local
715,KROGER J-903,1217 E IRELAND RD,SOUTH BEND,IN,46614-3448,(574) 291-0666,Chain
716,EAST BANK EMPORIUM,121 S NILES AVE,SOUTH BEND,IN,46601,(574) 234-9000,Local
717,NUEVO TIJUANA RESTAURANT,1116 S MAIN ST,SOUTH BEND,IN,46619,(574) 289-6136,Local
718,SUPER 8 MOTEL,4124 AMERITECH DR,SOUTH BEND,IN,46628,(574) 243-0200,Local
719,MC DONALD'S 4584,1519 N IRONWOOD DR,SOUTH BEND,IN,46635,(574) 277-0193,Chain
720,KING GYROS OF LINCOLNWAY WEST,3417 LINCOLN WAY W,SOUTH BEND,IN,46628,(574) 232-8901,Chain
721,LIFE TREATMENT CENTERS,1402 S MICHIGAN ST,SOUTH BEND,IN,46628,(574) 233-5433,Local
722,"PROVIDENT MINISTRIES, LTD",3402 S LOCUST RD,SOUTH BEND,IN,46614,(574) 968-1566,Local
723,STUDEBAKER CATERING,620 W WASHINGTON ST,SOUTH BEND,IN,46601,(574) 234-0030,Local
